Date ,Incident Type,Location,City,Unit ID,Whole Address,Latitude,Longitude
03/26/2023,DISORDERLY,8210 Quentin St," New Carollton MD, 20784",PP/NC10,"8210 Quentin St New Carollton MD, 20784",38.9713083,-76.8827479
03/26/2023,OVERDOSE ALS COMBINED,6509 Lamont Dr," New Carollton MD, 20784",PP/NC50,"6509 Lamont Dr New Carollton MD, 20784",38.9729207,-76.8807212
03/26/2023,ASSAULT COMBINED,8343 Verona Dr," New Carollton MD, 20784",PP/NC50,"8343 Verona Dr New Carollton MD, 20784",38.9673318,-76.8788859
03/26/2023,911 DISCONNECT,8371 Verona Dr," New Carollton MD, 20784",,"8371 Verona Dr New Carollton MD, 20784",38.9663149,-76.8792232
03/26/2023,PARTY COMPLAINT,6622 Ian St," New Carollton MD, 20784",PP/NC50,"6622 Ian St New Carollton MD, 20784",38.9721288,-76.89171
03/26/2023,DISORDERLY,8343 Verona Dr," New Carollton MD, 20784",PP/NC50,"8343 Verona Dr New Carollton MD, 20784",38.9673318,-76.8788859
03/26/2023,PREMISE CHECK,8500 Annapolis Rd Wb," New Carollton MD, 20784",PP/NC29,"8500 Annapolis Rd Wb New Carollton MD, 20784",38.9590239,-76.8686729
03/26/2023,SUSPICIOUS OCC AUTO,85th Ave / Annapolis Rd Eb," New Carollton MD, 20784",PP/NC21,"85th Ave / Annapolis Rd Eb New Carollton MD, 20784",38.9577612,-76.8691012
03/26/2023,911 DISCONNECT,Riverdale Rd / Fontainebleau Dr," New Carollton MD, 20784",,"Riverdale Rd / Fontainebleau Dr New Carollton MD, 20784",38.959587,-76.877655
03/26/2023,UNKNOWN TROUBLE,6106 87th Ave," New Carollton MD, 20784",,"6106 87th Ave New Carollton MD, 20784",38.9685679,-76.8699566
03/26/2023,PREMISE CHECK,8500 Annapolis Rd Wb," New Carollton MD, 20784",PP/NC29,"8500 Annapolis Rd Wb New Carollton MD, 20784",38.9590239,-76.8686729
03/26/2023,T - Traffic Stop,7600 Topton St," New Carollton MD, 20784",PP/NC20,"7600 Topton St New Carollton MD, 20784",38.9636344,-76.8770289
03/26/2023,FRAUD,5701 85th Ave," New Carollton MD, 20784",,"5701 85th Ave New Carollton MD, 20784",38.9597853,-76.8695512
03/26/2023,T - Traffic Stop,Powhatan St / 85th Pl," New Carollton MD, 20784",PP/NC20,"Powhatan St / 85th Pl New Carollton MD, 20784",38.966502,-76.8718127
03/26/2023,T - Traffic Stop,85th Ave / Legation Rd," New Carollton MD, 20784",PP/NC29,"85th Ave / Legation Rd New Carollton MD, 20784",38.960769,-76.869819
03/26/2023,T - Traffic Stop,Westbrook Dr / Oglethorpe St," New Carollton MD, 20784",PP/NC29,"Westbrook Dr / Oglethorpe St New Carollton MD, 20784",38.964227,-76.871533
03/26/2023,SUBJECT STOP,6130 Lamont Dr," New Carollton MD, 20784",PP/NC20,"6130 Lamont Dr New Carollton MD, 20784",38.9680574,-76.8818246
03/26/2023,T - Traffic Stop,Powhatan St / 85th Ave," New Carollton MD, 20784",PP/NC29,"Powhatan St / 85th Ave New Carollton MD, 20784",38.966164,-76.8725889
03/26/2023,DISORDERLY,5704 85th Ave," New Carollton MD, 20784",PP/NC20,"5704 85th Ave New Carollton MD, 20784",38.9601183,-76.870362
03/26/2023,911 DISCONNECT,8304 Larchwood St," New Carollton MD, 20784",,"8304 Larchwood St New Carollton MD, 20784",38.9681626,-76.8790548
03/26/2023,PREMISE CHECK,7710 Riverdale Rd Wb," New Carollton MD, 20784",PP/NC20,"7710 Riverdale Rd Wb New Carollton MD, 20784",38.9596402,-76.8740779
03/26/2023,PREMISE CHECK,6100 86th Ave," New Carollton MD, 20784",PP/NC21,"6100 86th Ave New Carollton MD, 20784",38.9669392,-76.8715046
03/26/2023,ACCIDENT,85th Ave / Annapolis Rd Eb," New Carollton MD, 20784",PP/NC29,"85th Ave / Annapolis Rd Eb New Carollton MD, 20784",38.9577612,-76.8691012
03/26/2023,911 DISCONNECT,8445 Annapolis Rd Eb," New Carollton MD, 20784",,"8445 Annapolis Rd Eb New Carollton MD, 20784",38.9566736,-76.869326
03/26/2023,LOUD MUSIC COMPLAINT,8414 Sprague Pl," New Carollton MD, 20784",PP/NC50,"8414 Sprague Pl New Carollton MD, 20784",38.9736505,-76.8748211
03/26/2023,911 DISCONNECT,7743 Riverdale Rd Eb," New Carollton MD, 20784",,"7743 Riverdale Rd Eb New Carollton MD, 20784",38.9583775,-76.8756015
03/26/2023,T - Traffic Stop,6012 Westbrook Dr," New Carollton MD, 20784",PP/NC50,"6012 Westbrook Dr New Carollton MD, 20784",38.964618,-76.872569
03/26/2023,ACCIDENT,8484 Annapolis Rd Wb," New Carollton MD, 20784",PP/NC10,"8484 Annapolis Rd Wb New Carollton MD, 20784",38.9586786,-76.8705647
03/26/2023,PROPERTY ALARM COMMERCIAL,8310 Annapolis Rd Wb Apt Ste A," New Carollton MD, 20784",PP/NC50,"8310 Annapolis Rd Wb Apt Ste A New Carollton MD, 20784",38.9571041,-76.8718709
03/26/2023,911 DISCONNECT,7590 Good Luck Rd," New Carollton MD, 20784",,"7590 Good Luck Rd New Carollton MD, 20784",38.9776171,-76.8747144
03/26/2023,ARMED PERSON,8320 Annapolis Rd Wb," New Carollton MD, 20784",PP/NC11,"8320 Annapolis Rd Wb New Carollton MD, 20784",38.9572624,-76.8711502
03/27/2023,DISORDERLY,7519 Riverdale Rd Eb," New Carollton MD, 20784",PP/NC11,"7519 Riverdale Rd Eb New Carollton MD, 20784",38.9582386,-76.8821981
03/27/2023,911 DISCONNECT,8513 Caswell Pl," New Carollton MD, 20784",,"8513 Caswell Pl New Carollton MD, 20784",38.9752708,-76.8739202
03/27/2023,THEFT FROM AUTO,7313 Sara St," New Carollton MD, 20784",PP/NC21,"7313 Sara St New Carollton MD, 20784",38.9690378,-76.887792
03/27/2023,911 DISCONNECT,8229 Verona Dr," New Carollton MD, 20784",,"8229 Verona Dr New Carollton MD, 20784",38.9685346,-76.8797662
03/27/2023,DISORDERLY,8490 Annapolis Rd Wb," New Carollton MD, 20784",PP/NC20,"8490 Annapolis Rd Wb New Carollton MD, 20784",38.9577475,-76.8699566
03/27/2023,ASSIST FIRE EMS,6402 Lamont Dr," New Carollton MD, 20784",PP/NC21,"6402 Lamont Dr New Carollton MD, 20784",38.9701958,-76.8807212
03/27/2023,LOCK OUT/IN COMBINED,8401 Annapolis Rd Eb," New Carollton MD, 20784",PP/NC20,"8401 Annapolis Rd Eb New Carollton MD, 20784",38.9561793,-76.8690332
03/27/2023,ACCIDENT,Riverdale Rd Eb / Mahoney Dr," New Carollton MD, 20784",PP/NC20,"Riverdale Rd Eb / Mahoney Dr New Carollton MD, 20784",38.9600735,-76.8767645
03/27/2023,MISSING PERSON,6016 Princess Garden Pkwy," New Carollton MD, 20784",PP/NC21,"6016 Princess Garden Pkwy New Carollton MD, 20784",38.9646201,-76.8653848
03/27/2023,ACCIDENT,7610 Riverdale Rd Wb," New Carollton MD, 20784",PP/NC20,"7610 Riverdale Rd Wb New Carollton MD, 20784",38.9600201,-76.8782891
03/27/2023,MISC POLICE INCIDENT,5504 Karen Elaine Dr," New Carollton MD, 20784",,"5504 Karen Elaine Dr New Carollton MD, 20784",38.95581,-76.878747
03/27/2023,CHECK WELFARE,8494 Annapolis Rd Wb," New Carollton MD, 20784",,"8494 Annapolis Rd Wb New Carollton MD, 20784",38.9578174,-76.8698665
03/27/2023,UNKNOWN TROUBLE,6620 Adrian St," New Carollton MD, 20784",,"6620 Adrian St New Carollton MD, 20784",38.9697738,-76.8914398
03/28/2023,GUNSHOTS,8333 Annapolis Rd Eb," New Carollton MD, 20784",PP/NC11,"8333 Annapolis Rd Eb New Carollton MD, 20784",38.9563787,-76.8704295
03/28/2023,ACCIDENT,6101 Lamont Dr," New Carollton MD, 20784",PP/NC11,"6101 Lamont Dr New Carollton MD, 20784",38.966015,-76.880265
03/28/2023,DISORDERLY,6127 Lamont Dr," New Carollton MD, 20784",,"6127 Lamont Dr New Carollton MD, 20784",38.9693472,-76.8799555
03/28/2023,911 DISCONNECT,8505 Nicholson St," New Carollton MD, 20784",,"8505 Nicholson St New Carollton MD, 20784",38.9634713,-76.8691909
03/28/2023,TRESPASSING COMPL,5431 85th Ave," New Carollton MD, 20784",PP/NC21,"5431 85th Ave New Carollton MD, 20784",38.9561854,-76.8682049
03/28/2023,MISC POLICE INCIDENT,85th Ave / Annapolis Rd Eb," New Carollton MD, 20784",PP/2B10,"85th Ave / Annapolis Rd Eb New Carollton MD, 20784",38.9577612,-76.8691012
03/28/2023,911 DISCONNECT,8113 Carrollton Pkwy," New Carollton MD, 20784",,"8113 Carrollton Pkwy New Carollton MD, 20784",38.9677339,-76.8835027
03/28/2023,DOMESTIC,8517 Oglethorpe St," New Carollton MD, 20784",PP/NC21,"8517 Oglethorpe St New Carollton MD, 20784",38.9652644,-76.8691008
03/28/2023,MISC POLICE INCIDENT,6130 Lamont Dr," New Carollton MD, 20784",,"6130 Lamont Dr New Carollton MD, 20784",38.9680574,-76.8818246
03/28/2023,911 DISCONNECT,8433 Annapolis Rd Eb," New Carollton MD, 20784",,"8433 Annapolis Rd Eb New Carollton MD, 20784",38.956662,-76.8693032
03/28/2023,ANIMAL COMPLAINT,7602 Fontainebleau Dr," New Carollton MD, 20784",,"7602 Fontainebleau Dr New Carollton MD, 20784",38.9583933,-76.879697
03/28/2023,MISC POLICE INCIDENT,5426 85th Ave," New Carollton MD, 20784",,"5426 85th Ave New Carollton MD, 20784",38.9568433,-76.8688302
03/28/2023,911 DISCONNECT,7845 Riverdale Rd Eb," New Carollton MD, 20784",PP/NC11,"7845 Riverdale Rd Eb New Carollton MD, 20784",38.9573713,-76.8724564
03/28/2023,DISORDERLY,8310 Annapolis Rd Wb Apt Ste  E," New Carollton MD, 20784",PP/NC10,"8310 Annapolis Rd Wb Apt Ste  E New Carollton MD, 20784",38.9571041,-76.8718709
03/28/2023,MISC POLICE INCIDENT,6431 Fairborn Ter," New Carollton MD, 20784",PP/NC11,"6431 Fairborn Ter New Carollton MD, 20784",38.9735229,-76.879325
03/28/2023,CHECK WELFARE,85th Ave / Annapolis Rd Wb," New Carollton MD, 20784",,"85th Ave / Annapolis Rd Wb New Carollton MD, 20784",22.9867569,87.8549755
03/28/2023,CHECK WELFARE,5427 85th Ave Apt 202," New Carollton MD, 20784",PP/NC11,"5427 85th Ave Apt 202 New Carollton MD, 20784",38.9561855,-76.8668036
03/29/2023,STOLEN VEH,5437 85th Ave," New Carollton MD, 20784",,"5437 85th Ave New Carollton MD, 20784",38.9562506,-76.8682183
03/29/2023,DOMESTIC,7613 Riverdale Rd Eb Apt 102," New Carollton MD, 20784",PP/NC11,"7613 Riverdale Rd Eb Apt 102 New Carollton MD, 20784",38.9597764,-76.8791189
03/29/2023,SUSPICIOUS OCC AUTO,7101 Good Luck Rd Apt 4em2404," New Carollton MD, 20784",PP/NC10,"7101 Good Luck Rd Apt 4em2404 New Carollton MD, 20784",38.9742427,-76.8833559
03/29/2023,DOMESTIC,7613 Riverdale Rd Eb Apt 102," New Carollton MD, 20784",PP/NC11,"7613 Riverdale Rd Eb Apt 102 New Carollton MD, 20784",38.9597764,-76.8791189
03/29/2023,PREMISE CHECK,6130 Lamont Dr," New Carollton MD, 20784",PP/1B5,"6130 Lamont Dr New Carollton MD, 20784",38.9680574,-76.8818246
03/29/2023,PREMISE CHECK,7101 Good Luck Rd," New Carollton MD, 20784",,"7101 Good Luck Rd New Carollton MD, 20784",38.9742427,-76.8833559
03/29/2023,911 DISCONNECT,7613 Riverdale Rd Eb," New Carollton MD, 20784",,"7613 Riverdale Rd Eb New Carollton MD, 20784",38.9600349,-76.8795711
03/29/2023,HIT AND RUN,6119 85th Pl," New Carollton MD, 20784",PP/NC21,"6119 85th Pl New Carollton MD, 20784",38.9684959,-76.871961
03/29/2023,UNKNOWN TROUBLE,5289 85th Ave," New Carollton MD, 20784",,"5289 85th Ave New Carollton MD, 20784",38.9537509,-76.8684809
03/29/2023,T - Traffic Stop,6200 85th Pl," New Carollton MD, 20784",PP/NC21,"6200 85th Pl New Carollton MD, 20784",38.9700077,-76.8722921
03/29/2023,MISC POLICE INCIDENT,5289 85th Ave," New Carollton MD, 20784",,"5289 85th Ave New Carollton MD, 20784",38.9537509,-76.8684809
03/29/2023,T - Traffic Stop,6300b 85th Pl," New Carollton MD, 20784",PP/NC21,"6300b 85th Pl New Carollton MD, 20784",38.9724724,-76.8726658
03/29/2023,PREMISE CHECK,7790 Riverdale Rd Wb," New Carollton MD, 20784",PP/NC21,"7790 Riverdale Rd Wb New Carollton MD, 20784",38.9578728,-76.8726366
03/29/2023,SUSPICIOUS AUTO,7600 Fontainebleau Dr," New Carollton MD, 20784",PP/NC21,"7600 Fontainebleau Dr New Carollton MD, 20784",38.9584907,-76.8805185
03/29/2023,PREMISE CHECK,7710 Riverdale Rd Wb," New Carollton MD, 20784",PP/NC21,"7710 Riverdale Rd Wb New Carollton MD, 20784",38.9596402,-76.8740779
03/29/2023,ADDED INFORMATION,5434 85th Ave," New Carollton MD, 20784",,"5434 85th Ave New Carollton MD, 20784",38.9540256,-76.8698216
03/29/2023,DOMESTIC,7613 Riverdale Rd Eb Apt 102," New Carollton MD, 20784",PP/NC21,"7613 Riverdale Rd Eb Apt 102 New Carollton MD, 20784",38.9597764,-76.8791189
03/29/2023,FAMILY DISPUTE,5528 Karen Elaine Dr Apt 1250," New Carollton MD, 20784",PP/NC29,"5528 Karen Elaine Dr Apt 1250 New Carollton MD, 20784",38.956699,-76.879844
03/29/2023,FAMILY DISPUTE,5528 Karen Elaine Dr Apt 1250," New Carollton MD, 20784",PP/NC29,"5528 Karen Elaine Dr Apt 1250 New Carollton MD, 20784",38.956699,-76.879844
03/29/2023,DISORDERLY,7790 Riverdale Rd Wb," New Carollton MD, 20784",PP/NC21,"7790 Riverdale Rd Wb New Carollton MD, 20784",38.9578728,-76.8726366
03/29/2023,CHECK WELFARE,7525 Riverdale Rd Eb Apt 1802," New Carollton MD, 20784",PP/NC29,"7525 Riverdale Rd Eb Apt 1802 New Carollton MD, 20784",38.957621,-76.8822467
03/29/2023,NOTIFICATION,7503 Riverdale Rd Eb Apt 2031," New Carollton MD, 20784",PP/NC29,"7503 Riverdale Rd Eb Apt 2031 New Carollton MD, 20784",38.9606214,-76.8815948
03/29/2023,911 DISCONNECT,6130 Lamont Dr," New Carollton MD, 20784",,"6130 Lamont Dr New Carollton MD, 20784",38.9680574,-76.8818246
03/29/2023,DISORDERLY,7779 Riverdale Rd Eb," New Carollton MD, 20784",,"7779 Riverdale Rd Eb New Carollton MD, 20784",38.9577789,-76.874854
03/29/2023,CROSSING GUARD ASSIGNMENT,Westbrook Dr / Powhatan St Bldg Carrollton Es," New Carollton MD, 20784",,"Westbrook Dr / Powhatan St Bldg Carrollton Es New Carollton MD, 20784",38.9683565,-76.8757084
03/29/2023,SUBJECT STOP,8404 Annapolis Rd Wb," New Carollton MD, 20784",PP/NC21,"8404 Annapolis Rd Wb New Carollton MD, 20784",38.95713,-76.8705807
03/29/2023,911 DISCONNECT,8113 Carrollton Pkwy," New Carollton MD, 20784",,"8113 Carrollton Pkwy New Carollton MD, 20784",38.9677339,-76.8835027
03/29/2023,911 DISCONNECT,8301 Annapolis Rd Eb," New Carollton MD, 20784",,"8301 Annapolis Rd Eb New Carollton MD, 20784",38.9554229,-76.8708349
03/29/2023,911 DISCONNECT,7898 Topton St," New Carollton MD, 20784",,"7898 Topton St New Carollton MD, 20784",38.9603861,-76.8744652
03/29/2023,UNKNOWN TROUBLE,6130 Lamont Dr," New Carollton MD, 20784",,"6130 Lamont Dr New Carollton MD, 20784",38.9680574,-76.8818246
03/29/2023,UNKNOWN TROUBLE,7590 Good Luck Rd," New Carollton MD, 20784",,"7590 Good Luck Rd New Carollton MD, 20784",38.9776171,-76.8747144
03/29/2023,CHECK WELFARE,Lamont Dr / Riverdale Rd Eb," New Carollton MD, 20784",,"Lamont Dr / Riverdale Rd Eb New Carollton MD, 20784",38.9613004,-76.882405
03/29/2023,911 DISCONNECT,8305 Verona Dr," New Carollton MD, 20784",,"8305 Verona Dr New Carollton MD, 20784",38.9686486,-76.8790998
03/29/2023,TRAFFIC COMPLAINT,6610 Ian St," New Carollton MD, 20784",PP/NC50,"6610 Ian St New Carollton MD, 20784",38.9710202,-76.8911246
03/29/2023,LOUD MUSIC COMPLAINT,6622 Ian St," New Carollton MD, 20784",PP/NC11,"6622 Ian St New Carollton MD, 20784",38.9721288,-76.89171
03/30/2023,911 DISCONNECT,7606 Fontainebleau Dr," New Carollton MD, 20784",,"7606 Fontainebleau Dr New Carollton MD, 20784",38.9589528,-76.8796665
03/30/2023,SUSPICIOUS PERSON,7606 Fontainebleau Dr Apt 202," New Carollton MD, 20784",PP/NC11,"7606 Fontainebleau Dr Apt 202 New Carollton MD, 20784",38.9589528,-76.8796665
03/30/2023,PREMISE CHECK,8461 Annapolis Rd Eb," New Carollton MD, 20784",PP/NC50,"8461 Annapolis Rd Eb New Carollton MD, 20784",38.9574249,-76.8692359
03/30/2023,T - Traffic Stop,8315 Cathedral Ave," New Carollton MD, 20784",PP/NC50,"8315 Cathedral Ave New Carollton MD, 20784",38.9754485,-76.8778134
03/30/2023,PREMISE CHECK,8461 Annapolis Rd Eb," New Carollton MD, 20784",PP/NC21,"8461 Annapolis Rd Eb New Carollton MD, 20784",38.9574249,-76.8692359
03/30/2023,DOMESTIC,6130 Lamont Dr," New Carollton MD, 20784",PP/NC21,"6130 Lamont Dr New Carollton MD, 20784",38.9680574,-76.8818246
03/30/2023,UNKNOWN TROUBLE,8454 Annapolis Rd Wb," New Carollton MD, 20784",,"8454 Annapolis Rd Wb New Carollton MD, 20784",38.9582449,-76.8713304
03/30/2023,FAMILY DISPUTE,7749 Riverdale Rd Eb Apt 3c," New Carollton MD, 20784",PP/NC29,"7749 Riverdale Rd Eb Apt 3c New Carollton MD, 20784",38.9584287,-76.8752362
03/30/2023,MISC POLICE INCIDENT,85th Pl / Nicholson St," New Carollton MD, 20784",,"85th Pl / Nicholson St New Carollton MD, 20784",38.9637105,-76.8692217
03/30/2023,911 DISCONNECT,8113 Carrollton Pkwy," New Carollton MD, 20784",,"8113 Carrollton Pkwy New Carollton MD, 20784",38.9677339,-76.8835027
03/30/2023,911 DISCONNECT,8201 Annapolis Rd Eb," New Carollton MD, 20784",,"8201 Annapolis Rd Eb New Carollton MD, 20784",38.9550816,-76.8724114
03/30/2023,CHECK WELFARE COMBINED,8209 Verona Dr," New Carollton MD, 20784",PP/NC29,"8209 Verona Dr New Carollton MD, 20784",38.9685346,-76.8797662
03/30/2023,PREMISE CHECK,7790 Riverdale Rd Wb," New Carollton MD, 20784",PP/NC21,"7790 Riverdale Rd Wb New Carollton MD, 20784",38.9578728,-76.8726366
03/30/2023,UNKNOWN TROUBLE,8201 Verona Dr," New Carollton MD, 20784",,"8201 Verona Dr New Carollton MD, 20784",38.9685346,-76.8797662
03/30/2023,911 DISCONNECT,5401 85th Ave," New Carollton MD, 20784",,"5401 85th Ave New Carollton MD, 20784",38.9561924,-76.8682519
03/30/2023,PREMISE CHECK,Carrollton Pkwy / Lamont Dr," New Carollton MD, 20784",PP/NC29,"Carrollton Pkwy / Lamont Dr New Carollton MD, 20784",38.9697865,-76.8803489
03/30/2023,PREMISE CHECK,7414 Riverdale Rd Wb," New Carollton MD, 20784",PP/NC29,"7414 Riverdale Rd Wb New Carollton MD, 20784",38.9622988,-76.8826353
03/30/2023,PROPERTY ALARM,8511 Legation Rd," New Carollton MD, 20784",PP/NC20,"8511 Legation Rd New Carollton MD, 20784",38.9620379,-76.8689206
03/30/2023,DISORDERLY,8461 Annapolis Rd Eb," New Carollton MD, 20784",,"8461 Annapolis Rd Eb New Carollton MD, 20784",38.9574249,-76.8692359
03/30/2023,HIT AND RUN,6007 Mentana St," New Carollton MD, 20784",PP/NC21,"6007 Mentana St New Carollton MD, 20784",38.9649271,-76.8756318
03/30/2023,SUBJECT STOP,8461 Annapolis Rd Eb," New Carollton MD, 20784",PP/NC20,"8461 Annapolis Rd Eb New Carollton MD, 20784",38.9574249,-76.8692359
03/30/2023,HIT AND RUN,6412 85th Pl," New Carollton MD, 20784",PP/NC29,"6412 85th Pl New Carollton MD, 20784",38.9750242,-76.8735149
03/30/2023,HIT AND RUN,8484 Annapolis Rd Wb," New Carollton MD, 20784",PP/NC11,"8484 Annapolis Rd Wb New Carollton MD, 20784",38.9586786,-76.8705647
03/30/2023,T - Traffic Stop,5200 85th Ave," New Carollton MD, 20784",PP/L122,"5200 85th Ave New Carollton MD, 20784",38.9520705,-76.869557
03/31/2023,PREMISE CHECK,6200-bl 87th Ave," New Carollton MD, 20784",PP/NC50,"6200-bl 87th Ave New Carollton MD, 20784",38.9677064,-76.8696557
03/31/2023,911 DISCONNECT,Annapolis Rd Wb / 85th Ave," New Carollton MD, 20784",,"Annapolis Rd Wb / 85th Ave New Carollton MD, 20784",38.964453,-76.8707519
03/31/2023,ACCIDENT,Annapolis Rd Eb / 85th Ave," New Carollton MD, 20784",PP/NC11,"Annapolis Rd Eb / 85th Ave New Carollton MD, 20784",38.964453,-76.8707519
03/31/2023,SUSPICIOUS PERSON,5449 85th Ave," New Carollton MD, 20784",PP/NC21,"5449 85th Ave New Carollton MD, 20784",38.9566944,-76.8680783
03/31/2023,RESIDENTIAL ALARM,7904 Powhatan St," New Carollton MD, 20784",,"7904 Powhatan St New Carollton MD, 20784",38.9632355,-76.8780189
03/31/2023,THEFT J O,8401 Annapolis Rd Eb," New Carollton MD, 20784",PP/NC20,"8401 Annapolis Rd Eb New Carollton MD, 20784",38.9561793,-76.8690332
03/31/2023,UNKNOWN TROUBLE,8500 Annapolis Rd Wb," New Carollton MD, 20784",,"8500 Annapolis Rd Wb New Carollton MD, 20784",38.9590239,-76.8686729
03/31/2023,TRESPASSING COMPL,5413 85th Ave," New Carollton MD, 20784",PP/NC20,"5413 85th Ave New Carollton MD, 20784",38.9560175,-76.867813
03/31/2023,THEFT J O,8201 Annapolis Rd Eb," New Carollton MD, 20784",PP/NC20,"8201 Annapolis Rd Eb New Carollton MD, 20784",38.9550816,-76.8724114
03/31/2023,ACCIDENT,Annapolis Rd Eb / 85th Ave," New Carollton MD, 20784",PP/NC20,"Annapolis Rd Eb / 85th Ave New Carollton MD, 20784",38.964453,-76.8707519
03/31/2023,DISORDERLY,7811 Powhatan St," New Carollton MD, 20784",PP/NC20,"7811 Powhatan St New Carollton MD, 20784",38.9625039,-76.8779288
03/31/2023,CHILD CUSTODY,8000 Powhatan St," New Carollton MD, 20784",PP/NC21,"8000 Powhatan St New Carollton MD, 20784",38.9638696,-76.8772532
03/31/2023,BREAK IN IN PROGRESS,8324 Quentin St," New Carollton MD, 20784",PP/NC21,"8324 Quentin St New Carollton MD, 20784",38.9714198,-76.8777486
03/31/2023,DISORDERLY,8308 Annapolis Rd Wb," New Carollton MD, 20784",PP/NC11,"8308 Annapolis Rd Wb New Carollton MD, 20784",38.9566046,-76.8724114
03/31/2023,UNKNOWN TROUBLE,5911 Westbrook Ter," New Carollton MD, 20784",,"5911 Westbrook Ter New Carollton MD, 20784",38.9654794,-76.8815319
03/31/2023,911 DISCONNECT,5536 Karen Elaine Dr," New Carollton MD, 20784",,"5536 Karen Elaine Dr New Carollton MD, 20784",38.9562669,-76.8802459
03/31/2023,UNKNOWN TROUBLE,8305 Verona Dr," New Carollton MD, 20784",,"8305 Verona Dr New Carollton MD, 20784",38.9686486,-76.8790998
03/31/2023,UNKNOWN TROUBLE,6250 Westbrook Dr," New Carollton MD, 20784",,"6250 Westbrook Dr New Carollton MD, 20784",38.9653909,-76.879006
03/31/2023,T - Traffic Stop,Westbrook Dr / Powhatan St," New Carollton MD, 20784",PP/NC11,"Westbrook Dr / Powhatan St New Carollton MD, 20784",38.96551,-76.872965
03/31/2023,T - Traffic Stop,6000 Westbrook Dr," New Carollton MD, 20784",PP/NC11,"6000 Westbrook Dr New Carollton MD, 20784",38.9636439,-76.8717583
03/31/2023,T - Traffic Stop,Carrollton Pkwy / Jodie St," New Carollton MD, 20784",PP/NC11,"Carrollton Pkwy / Jodie St New Carollton MD, 20784",38.9691681,-76.8822253
03/31/2023,LOUD MUSIC COMPLAINT,7737 Riverdale Rd Eb," New Carollton MD, 20784",PP/NC10,"7737 Riverdale Rd Eb New Carollton MD, 20784",38.9586419,-76.875477
04/01/2023,DISORDERLY,7771 Riverdale Rd Eb," New Carollton MD, 20784",PP/NC11,"7771 Riverdale Rd Eb New Carollton MD, 20784",38.9578984,-76.8751179
04/01/2023,ATT SUICIDE COMBINED,8320 Donoghue Dr," New Carollton MD, 20784",PP/1B2,"8320 Donoghue Dr New Carollton MD, 20784",38.9755931,-76.8799105
04/01/2023,ARMED PERSON,5450 85th Ave," New Carollton MD, 20784",PP/NC11,"5450 85th Ave New Carollton MD, 20784",38.954822,-76.86963
04/01/2023,911 DISCONNECT,8326 Donoghue Dr," New Carollton MD, 20784",,"8326 Donoghue Dr New Carollton MD, 20784",38.9758469,-76.879325
04/01/2023,UNKNOWN TROUBLE,5544 Karen Elaine Dr," New Carollton MD, 20784",,"5544 Karen Elaine Dr New Carollton MD, 20784",38.955571,-76.879259
04/01/2023,TELEPHONE COMPLAINT,6016 Princess Garden Pkwy," New Carollton MD, 20784",PP/2B4,"6016 Princess Garden Pkwy New Carollton MD, 20784",38.9646201,-76.8653848
04/01/2023,911 DISCONNECT,7845 Riverdale Rd Eb," New Carollton MD, 20784",PP/NC50,"7845 Riverdale Rd Eb New Carollton MD, 20784",38.9573713,-76.8724564
04/01/2023,DISORDERLY,8500 Annapolis Rd Wb Apt Rm 714," New Carollton MD, 20784",PP/NC20,"8500 Annapolis Rd Wb Apt Rm 714 New Carollton MD, 20784",38.9590239,-76.8686729
04/01/2023,CHILD CUSTODY,8000 Powhatan St," New Carollton MD, 20784",PP/NC20,"8000 Powhatan St New Carollton MD, 20784",38.9638696,-76.8772532
04/01/2023,CHILD CUSTODY,8000 Powhatan St," New Carollton MD, 20784",PP/NC20,"8000 Powhatan St New Carollton MD, 20784",38.9638696,-76.8772532
04/01/2023,911 DISCONNECT,7505 Riverdale Rd Eb," New Carollton MD, 20784",,"7505 Riverdale Rd Eb New Carollton MD, 20784",38.9602561,-76.8812391
04/01/2023,ANIMAL COMPLAINT,6622 Chestnut Ave," New Carollton MD, 20784",,"6622 Chestnut Ave New Carollton MD, 20784",38.9700879,-76.8927908
04/01/2023,ARMED PERSON,5450 85th Ave," New Carollton MD, 20784",PP/NC11,"5450 85th Ave New Carollton MD, 20784",38.954822,-76.86963
04/01/2023,UNKNOWN TROUBLE,8484 Annapolis Rd Wb," New Carollton MD, 20784",,"8484 Annapolis Rd Wb New Carollton MD, 20784",38.9586786,-76.8705647
04/01/2023,SUSPICIOUS AUTO,6500 (blk)quentin Ct," New Carollton MD, 20784",PP/NC11,"6500 (blk)quentin Ct New Carollton MD, 20784",38.9703502,-76.882541
04/01/2023,DISORDERLY,7786 Riverdale Rd Wb," New Carollton MD, 20784",PP/NC11,"7786 Riverdale Rd Wb New Carollton MD, 20784",38.9581614,-76.8728557
04/01/2023,DISORDERLY,7786 Riverdale Rd Wb," New Carollton MD, 20784",PP/NC11,"7786 Riverdale Rd Wb New Carollton MD, 20784",38.9581614,-76.8728557
04/01/2023,NOISE COMPLAINT,5437 85th Ave Apt 102," New Carollton MD, 20784",PP/NC50,"5437 85th Ave Apt 102 New Carollton MD, 20784",38.9562506,-76.8682183
04/02/2023,CHECK WELFARE COMBINED,8461 Annapolis Rd Eb," New Carollton MD, 20784",PP/NC21,"8461 Annapolis Rd Eb New Carollton MD, 20784",38.9574249,-76.8692359
